lambda,h0,topology,initial_condition,defect_representation,commitment_law,block_factor,target_probability,max_real_transient_eigenvalue,transient_extinction_verified,minimum_expected_residence,all_states_positive_residence,all_states_residence_above_tolerance,minimum_schur_footprint,all_states_nonzero_schur_footprint,causal_probe_count,positive_causal_count,negative_causal_count,near_zero_causal_count,positive_causal_fraction,median_causal_effect,mean_absolute_causal_effect,max_absolute_causal_effect,min_causal_effect,max_causal_effect
0.5,0.5,complete,boundary_pair,bounded,exponential,0.05,0.05475813395063174,-0.3247425338241996,True,0.06628608689907345,True,True,0.058920590178253865,True,32,0,32,0,0.0,-0.000574909702233891,0.0008009823610034713,0.002013823802710292,-0.002013823802710292,-0.00042454443545907744
1.0,0.1,complete,left_boundary,bounded,exponential,0.05,0.1323041782639084,-0.049144533570394694,True,0.3747123950288079,True,True,0.05131087928522322,True,33,0,33,0,0.0,-0.00017461621758674273,0.0009817928967957754,0.006268054061933537,-0.006268054061933537,-5.019651918045098e-05
1.0,0.1,complete,boundary_pair,bounded,exponential,0.05,0.13314702990142635,-0.049144533570394694,True,0.37714474078144195,True,True,0.05131087928522322,True,32,0,32,0,0.0,-0.000233993006455685,0.0010404947972699717,0.006343519651622026,-0.006343519651622026,-6.962044807040657e-05
1.0,0.5,complete,left_boundary,bounded,exponential,0.05,0.10702525323410332,-0.24003407564729118,True,0.07490482190872332,True,True,0.051405869614629555,True,33,0,33,0,0.0,-0.000242181121159743,0.0012252145111034934,0.006926734413843602,-0.006926734413843602,-9.635825975684575e-06
1.0,0.5,complete,boundary_pair,bounded,exponential,0.05,0.11029703629440886,-0.24003407564729118,True,0.07720337135752187,True,True,0.051405869614629555,True,32,0,32,0,0.0,-0.0003942767105015732,0.0013884095452267676,0.007272844447928348,-0.007272844447928348,-8.088237211774374e-05
0.5,0.5,complete,boundary_pair,log,exponential,0.05,0.04864284932805258,-0.3626907545740925,True,0.03560722519302882,True,True,0.04062235362272711,True,32,1,31,0,0.03125,-0.0008536428386745065,0.0008294226892896159,0.0018161223063625567,-0.0018161223063625567,1.7149473148868333e-05
0.5,0.02,complete,left_boundary,log,exponential,0.05,0.058303325481698254,-0.014682189873983566,True,0.8177616534909518,True,True,0.04102048938836825,True,33,3,30,0,0.09090909090909091,-0.0001648449694745327,0.0002025812947767374,0.0005532219825621215,-0.0005532219825621215,4.41464422411969e-06
0.5,0.1,complete,left_boundary,log,exponential,0.05,0.055519444874393135,-0.07326802333099008,True,0.1620779909030714,True,True,0.040778601949763904,True,33,3,30,0,0.09090909090909091,-0.0005058882165986239,0.0005723130100368979,0.0014551182981948005,-0.0014551182981948005,2.242956573352689e-05
0.5,0.02,complete,boundary_pair,symmetric,exponential,0.05,0.044220343053674845,-0.01729267604925486,True,0.15333607218760095,True,True,0.01759012388760194,True,32,4,28,0,0.125,-0.00025240256662500266,0.0001978660685218439,0.00034534610564939533,-0.00034534610564939533,3.2854387323963397e-06
0.5,0.1,complete,boundary_pair,symmetric,exponential,0.05,0.04304519944822599,-0.0863597948208213,True,0.03495784269396944,True,True,0.01758310991702321,True,32,4,28,0,0.125,-0.0007211716710736893,0.000560020640742589,0.0009393604525011617,-0.0009393604525011617,1.4911210250927176e-05
0.5,0.5,complete,boundary_pair,symmetric,exponential,0.05,0.03844443080868999,-0.4290625096092565,True,0.007585121411903265,True,True,0.017549500730335087,True,32,4,28,0,0.125,-0.0009884695381895021,0.0007652627605874685,0.0012119912169806651,-0.0012119912169806651,4.839598600341055e-05
0.5,0.02,complete,left_boundary,symmetric,exponential,0.05,0.04398218173300283,-0.01729267604925486,True,0.09308993981827908,True,True,0.01759012388760194,True,33,6,27,0,0.18181818181818182,-0.00023397480274587462,0.00018525326926867588,0.0003354703141804846,-0.0003354703141804846,6.534414858982984e-06
0.5,0.1,complete,left_boundary,symmetric,exponential,0.05,0.041910925300817733,-0.0863597948208213,True,0.018553299449878446,True,True,0.01758310991702321,True,33,6,27,0,0.18181818181818182,-0.0006439882940443009,0.000502618088361399,0.0008767585065770009,-0.0008767585065770009,2.968617455942346e-05
0.5,0.5,complete,left_boundary,log,exponential,0.05,0.04470099917220083,-0.3626907545740925,True,0.030991148237846246,True,True,0.04062235362272711,True,33,6,27,0,0.18181818181818182,-0.0006305338129952778,0.000659368602021556,0.0015456129584358463,-0.0015456129584358463,9.301483114645265e-05
0.5,0.5,complete,left_boundary,symmetric,exponential,0.05,0.03387026393312745,-0.4290625096092565,True,0.003653483499788946,True,True,0.017549500730335087,True,33,7,26,0,0.21212121212121213,-0.0007185867558484327,0.0005594488407991791,0.0009290806172867622,-0.0009290806172867622,9.678414778723637e-05
1.0,0.02,complete,boundary_pair,symmetric,exponential,0.05,0.0529250937526842,-0.016690109203810918,True,0.01582291963341029,True,True,0.008216565569627509,True,32,7,25,0,0.21875,-0.0002829212251579706,0.0002473886733019334,0.0005296257547314914,-0.0005296257547314914,4.9317920046421104e-06
1.0,0.1,complete,boundary_pair,symmetric,exponential,0.05,0.051353022099744024,-0.0833300116339635,True,0.003229265510145387,True,True,0.008216533984594805,True,32,7,25,0,0.21875,-0.0008152534418838439,0.0006808032984541345,0.0013834674158634333,-0.0013834674158634333,2.2062411445367136e-05
1.0,0.5,complete,boundary_pair,symmetric,exponential,0.05,0.045333642990481315,-0.4134651486042076,True,0.0007102105484332533,True,True,0.00821637611758425,True,32,7,25,0,0.21875,-0.0011245749806064569,0.0008970504057608799,0.0016935977299761401,-0.0016935977299761401,6.729774388179038e-05
0.0,0.5,path,left_boundary,log,exponential,0.05,0.0005322976045754355,-0.49999999999999967,True,1.2023100640753605e-10,True,True,0.7702801765181336,True,33,9,11,13,0.2727272727272727,-7.377323578416917e-14,0.00015110682392603615,0.0005198115964359563,-0.00023304789741993167,0.0005198115964359563
0.0,0.5,path,left_boundary,bounded,exponential,0.05,0.0005322976045754355,-0.49999999999999967,True,1.2023100640753605e-10,True,True,0.7702801765181336,True,33,9,11,13,0.2727272727272727,-7.377323578416917e-14,0.00015110682392603615,0.0005198115964359563,-0.00023304789741993167,0.0005198115964359563
0.0,0.5,path,left_boundary,symmetric,exponential,0.05,0.0005322976045754355,-0.49999999999999967,True,1.2023100640753605e-10,True,True,0.7702801765181336,True,33,9,11,13,0.2727272727272727,-7.377323578416917e-14,0.00015110682392603615,0.0005198115964359563,-0.00023304789741993167,0.0005198115964359563
0.5,0.5,path,left_boundary,symmetric,exponential,0.05,0.0006258595406136959,-0.16583691037937612,True,9.7447563108998e-10,True,True,0.7485955890414239,True,33,9,12,12,0.2727272727272727,-3.8609913877163393e-13,0.0001774421921996255,0.0006110006819229114,-0.00027166530202734013,0.0006110006819229114
1.0,0.5,path,left_boundary,symmetric,exponential,0.05,0.0007339654401703257,-0.14688951883903584,True,4.3118583285301735e-10,True,True,0.5604530805917509,True,33,9,12,12,0.2727272727272727,-1.0234343754411679e-12,0.0002078185086598404,0.0007163256004057917,-0.00031581013501893204,0.0007163256004057917
1.0,0.02,complete,left_boundary,symmetric,exponential,0.05,0.052623498049153276,-0.016690109203810918,True,0.004667768840599049,True,True,0.008216565569627509,True,33,9,24,0,0.2727272727272727,-0.00024965144010782175,0.00023177440967890405,0.0005152155963653177,-0.0005152155963653177,9.439600347473098e-06
2.0,0.5,path,left_boundary,symmetric,exponential,0.05,0.0010017283778600656,-0.1444950362685795,True,9.067576233603633e-12,True,False,0.3054157392369689,True,33,9,13,11,0.2727272727272727,-1.0580013427852197e-12,0.0002828436469360293,0.0009770447823967124,-0.00042330887309580535,0.0009770447823967124
0.5,0.5,path,left_boundary,log,exponential,0.05,0.0010465444777199534,-0.18631932360053446,True,1.0112966216582895e-08,True,True,0.7969080252095307,True,33,9,14,10,0.2727272727272727,-6.0061907704300754e-12,0.000295363205672356,0.0010205826721526863,-0.00044012863915343756,0.0010205826721526863
4.0,0.5,ring,left_boundary,symmetric,exponential,0.05,0.0016800425453326602,-0.14208634503932652,True,1.743310994517372e-11,True,False,0.08802112051166781,True,33,9,13,11,0.2727272727272727,2.2985086056692694e-16,0.00047141010956072444,0.0016375878561260652,-0.000678111984129536,0.0016375878561260652
