beta,noise_strength,k,mean_terminal_occupancy,argmax_frequency,mean_residence
2.0,0.03,18,0.06997946221761135,0.0,0.9278507180784749
2.0,0.03,20,0.07010473165653794,0.0,0.9511678426790086
2.0,0.03,22,0.07276956451819912,0.0026666666666666666,0.9926063448097822
2.0,0.03,24,0.07425081205309533,0.022,0.9981280283461895
2.0,0.06,4,0.06633650185924235,0.004,0.9325187085139246
2.0,0.06,6,0.0675201089654095,0.0,0.9200793484229544
2.0,0.06,8,0.07826141988206006,0.0,0.9665206078494105
2.0,0.06,10,0.11106458759291137,0.0,1.1924411355290374
2.0,0.06,12,0.19672274174582974,0.9666666666666667,1.9298875321487394
2.0,0.06,14,0.11390073697450767,0.0,1.2183402444225566
2.0,0.06,16,0.07982356194302735,0.0,0.9841154106882929
2.0,0.06,18,0.07005252377722884,0.0,0.9409419456516701
2.0,0.06,20,0.06979112553207326,0.0,0.9533309451141099
2.0,0.06,22,0.072489085126105,0.0033333333333333335,0.9759309894267915
2.0,0.06,24,0.07403760660160413,0.026,0.9858931322325081
2.0,0.1,4,0.06702166372213024,0.008666666666666666,0.9376363612501718
2.0,0.1,6,0.06828641422795484,0.0,0.9192696760513812
2.0,0.1,8,0.07868072566775444,0.0,0.974980043564998
2.0,0.1,10,0.1104948844185437,0.0,1.1940485516197183
2.0,0.1,12,0.19478697605060583,0.9533333333333334,1.9034933851196614
2.0,0.1,14,0.11229555458779578,0.0,1.2057719999852192
2.0,0.1,16,0.07950924573811899,0.0,0.9728328292973377
2.0,0.1,18,0.06994228005761076,0.0,0.9379551884494672
2.0,0.1,20,0.07031885035936605,0.0,0.9668919380162218
2.0,0.1,22,0.07325044764828022,0.007333333333333333,0.9915126834633738
2.0,0.1,24,0.07541295752183982,0.030666666666666665,0.9956073431824515
2.0,0.15,4,0.06772633466125799,0.012,0.941790177059122
2.0,0.15,6,0.06870425289389016,0.002,0.9266381125102271
2.0,0.15,8,0.07939465174687214,0.0006666666666666666,0.9747469903618212
2.0,0.15,10,0.1112612322507797,0.0006666666666666666,1.1926468440579552
2.0,0.15,12,0.19462030935865401,0.9253333333333333,1.9350232981919029
2.0,0.15,14,0.11261959221897008,0.0,1.2208266377415704
2.0,0.15,16,0.07940660625260706,0.0006666666666666666,0.9668597101901624
2.0,0.15,18,0.06990351451870025,0.0006666666666666666,0.9276811946713401
2.0,0.15,20,0.06953277320408682,0.0033333333333333335,0.9430513332382526
2.0,0.15,22,0.0725690066085342,0.01,0.9771366170781149
2.0,0.15,24,0.07426172628564737,0.04466666666666667,0.9935990848995319
