lambda,k,defect_D,selection_probability,ensemble_mean_defect,selection_entropy
1.0,19,2.449427773023684,0.012643323475350368,0.881537210937977,2.802735429562135
1.0,20,2.8280529934969065,0.008658175913656922,0.881537210937977,2.802735429562135
1.0,21,3.2116844962570177,0.005899529276595807,0.881537210937977,2.802735429562135
1.0,22,3.5998562877400007,0.004001625976377719,0.881537210937977,2.802735429562135
1.0,23,3.992164588539069,0.002703081644062997,0.881537210937977,2.802735429562135
1.0,24,4.388257184424518,0.0018190236042201578,0.881537210937977,2.802735429562135
1.0,25,4.787825020572167,0.001219855049481195,0.881537210937977,2.802735429562135
1.0,26,5.190595419276104,0.0008154310915328934,0.881537210937977,2.802735429562135
1.0,27,5.596326588388768,0.0005434761106510498,0.881537210937977,2.802735429562135
1.0,28,6.004803125099459,0.0003612279553242102,0.881537210937977,2.802735429562135
1.0,29,6.415832310539258,0.00023948242420693266,0.881537210937977,2.802735429562135
1.0,30,6.829241032246454,0.00015839173612536704,0.881537210937977,2.802735429562135
1.0,31,7.244873211660474,0.00010452634320055917,0.881537210937977,2.802735429562135
1.0,32,7.662587640090765,6.883585099408581e-05,0.881537210937977,2.802735429562135
1.0,33,8.082256147816919,4.5243372327739115e-05,0.881537210937977,2.802735429562135
1.0,34,8.503762046577139,2.9682281721787468e-05,0.881537210937977,2.802735429562135
1.0,35,8.926998797890246,1.9439625636202392e-05,0.881537210937977,2.802735429562135
1.0,36,9.351868869016453,1.2710691253701227e-05,0.881537210937977,2.802735429562135
2.0,2,1.3862943611198906,0.017876033758625343,0.5066356589559883,2.2649769550961354
2.0,3,1.5040773967762742,0.014124273587061998,0.5066356589559883,2.2649769550961354
2.0,4,1.6739764335716716,0.010055268989226755,0.5066356589559883,2.2649769550961354
2.0,5,1.6094379124341003,0.011440661605520222,0.5066356589559883,2.2649769550961354
2.0,6,1.5040773967762742,0.014124273587061998,0.5066356589559883,2.2649769550961354
2.0,7,1.3268709406490897,0.02013194305844354,0.5066356589559883,2.2649769550961354
2.0,8,1.114360645636249,0.030794261279506935,0.5066356589559883,2.2649769550961354
2.0,9,0.8680886300562775,0.0503940131686533,0.5066356589559883,2.2649769550961354
2.0,10,0.5978370007556204,0.08652000339174667,0.5066356589559883,2.2649769550961354
2.0,11,0.30715417586460125,0.1547392264485446,0.5066356589559883,2.2649769550961354
2.0,12,0.0,0.2860165401380055,0.5066356589559883,2.2649769550961354
