baseline_P_commit_k12,max_real_generator_eigenvalue,absorption_normalization_error,transient_sectors_nonzero_expected_residence,transient_sectors_nonzero_schur_boundary_footprint,interior_non_target_positive_soft_block_effects,interior_non_target_interventions_tested,max_schur_absorption_preservation_error
0.4802526735628572,-0.041729662820558455,9.992007221626409e-16,35,35,32,32,1.5543122344752192e-15
