time,k_4,k_6,k_8,k_10,k_12,k_14,k_16,k_18,k_20,k_22,k_24
23.25,0.06429573071565328,0.06967995508638916,0.0912743989400231,0.14080029759225582,0.24940259066309997,0.13722513857158788,0.07847636114166043,0.05289243882310702,0.042468470567798636,0.03812643081371942,0.03535818708470513
23.3,0.06428309510257454,0.06966133188302193,0.09135114806873526,0.14077588966872845,0.24924244909310184,0.13725903776620837,0.07847622027636958,0.05296926426982126,0.04247729286125835,0.03814588964877982,0.03535838136140067
23.35,0.06423446678802022,0.06965831557750733,0.09137158954860528,0.1406986378921893,0.24912596256407166,0.13729173327793562,0.07854252536250289,0.05305773469211544,0.04249107571811279,0.03814278174177034,0.035385176837169165
23.400000000000002,0.06419692279559394,0.06963729974127304,0.09140507227835164,0.14064138352050892,0.24906718625466964,0.13732511296311412,0.07856428990933237,0.053137355675014125,0.04249481247523117,0.03812425644814496,0.03540630793876606
23.450000000000003,0.06418362533152729,0.06964088791390206,0.09143792681937385,0.1407650234165613,0.24879870310991214,0.137378086068744,0.0785767819585576,0.053192961402783796,0.04248161921716942,0.038107506789379506,0.03543687797208878
23.5,0.06420848695568404,0.06965788050950025,0.09148504599494116,0.14090077046480604,0.2485430801438045,0.13742917517669542,0.07857085503460229,0.05320907812528518,0.04244896054059529,0.038086532923736954,0.03546013413034897
23.55,0.06425151430272315,0.06969802526204696,0.09148652936442425,0.1409243395486167,0.24842360903529023,0.1374625060133008,0.07856115115041,0.05324546958163683,0.04241202167386326,0.03807866498425496,0.03545616908343293
23.6,0.06428653346618557,0.06975467078448426,0.09153545462553588,0.1409316455059291,0.24833214628087694,0.13745895778890674,0.078473868250659,0.053304079779333595,0.04238567358948543,0.03808126685780379,0.03545570307079957
23.650000000000002,0.06432071174374202,0.06979131218883781,0.09161989615777674,0.14098826712237353,0.24831095250452426,0.13742191566822268,0.07835131703602301,0.053327988159983165,0.042365360860802975,0.038065051077793836,0.035437227479919835
23.700000000000003,0.06438491566761978,0.06980164877970348,0.09164439812375362,0.1410818343129701,0.24825955952825587,0.13739787691686053,0.07827527177385128,0.05332939686512158,0.042339157177614446,0.03806023298482537,0.03542570786942391
23.75,0.06444490394742969,0.0698006610031444,0.09167971035111398,0.1411768823140878,0.24828142227756597,0.13730310738027537,0.07819051372836888,0.053334017160980476,0.042318870642446146,0.03805525450502387,0.03541465668956343
23.8,0.06455634421265818,0.06978754265065377,0.09170280550086003,0.14133740139883538,0.24820078979275306,0.13721257867210127,0.07810264345983572,0.0533509318079055,0.042327983365145316,0.03802563882572156,0.03539534031353026
23.85,0.0646185604837036,0.06979676018449997,0.09173079296068995,0.14148455395612394,0.2480840924044238,0.13712511378676012,0.0780493716162881,0.05338629555310029,0.04234120199849246,0.037996616818297545,0.03538664023762018
23.900000000000002,0.0646788826956177,0.0698158646614117,0.09173938346670141,0.14156969559362625,0.24797485929624025,0.13701881049480405,0.07807496288920322,0.05339606293842974,0.04236471159800345,0.037973312677355736,0.03539345368860645
23.950000000000003,0.06475091050630255,0.0698744381645609,0.09176026686281882,0.14155151430386825,0.24795032798111102,0.13691756296416538,0.07806979254284667,0.05341424986987154,0.04238285694827896,0.037933513218821116,0.03539456663735468
24.0,0.06479350886256666,0.06994321224263185,0.09173408122597188,0.14147478805762012,0.24806610585693778,0.1368426216224363,0.0780073608255993,0.053438476597835086,0.0424032905299906,0.037891642171854076,0.03540491200655643
24.05,0.06484820162616445,0.06996420613813038,0.09171310761327515,0.14144658129722207,0.24817006049919102,0.13676238462190493,0.07795553791935547,0.05344603647860628,0.04242997389194881,0.03786359206631643,0.03540031784788523
24.1,0.06488550682196888,0.0700334340909292,0.09165211509811327,0.1414721054111884,0.24833802224730916,0.13658704491443677,0.07788312317545153,0.0534607158946545,0.04245735364222487,0.03783104650810052,0.035399532195623064
24.150000000000002,0.0648909754082025,0.07012612759735358,0.09161512427311448,0.14148755608865923,0.24852006679479027,0.13643634913358682,0.07779629382779371,0.05349307594148131,0.042456069993272665,0.03779002533580561,0.03538833560593971
24.200000000000003,0.06489421125229333,0.07020913941932132,0.09157825325555391,0.14149772394546398,0.24863680830205112,0.13630361058405677,0.07775861084700714,0.05352179347314703,0.04246266596535239,0.03776744947600836,0.03536973347974451
24.25,0.0649180122581803,0.07025061660091109,0.09155022866266606,0.14146571591032986,0.24885729891663802,0.136119114713747,0.07769543015156777,0.05353747839058066,0.042463038848970784,0.0377774548569742,0.03536561068943435
24.3,0.0649386531466102,0.07031878898436852,0.0915482821928742,0.14145906929677085,0.24901335814010186,0.13596606200761668,0.07760233359582061,0.05355225713139841,0.04245404069613885,0.0377945684087703,0.035352586399529644
24.35,0.06495566003430445,0.0704066717147273,0.0915544883020564,0.14146047396934264,0.2491419274101395,0.135790767981555,0.07751924553435402,0.053548628119628815,0.04246950836645934,0.037816233150024435,0.035336395417407865
24.400000000000002,0.06495809377809297,0.0704470168123587,0.09154577232945271,0.14153177503058048,0.24924904057607805,0.1356410147470164,0.07745365174758842,0.05355346044949499,0.04249137475350022,0.0378249094235764,0.03530389035226095
24.450000000000003,0.06496549116903035,0.07053914948264166,0.09151501779613555,0.14159483586252733,0.24931456955299897,0.13546888771728377,0.0774125422707382,0.05355946884717057,0.04251468833979425,0.03784087918488322,0.03527446977679604
24.5,0.0649702855276484,0.07062269625347165,0.09139340498135144,0.14163844594126818,0.2493702358626844,0.1353155421480964,0.07744395688040986,0.05359545622753537,0.0425578433689645,0.03785011132625419,0.035242021482315596
24.55,0.06498784489141865,0.07072167419058098,0.09130426209832684,0.14165560303628932,0.24941286143330377,0.13514734303114473,0.07745820637467987,0.05362109021761477,0.042633667177046086,0.03785752913470217,0.035199918414892846
24.6,0.06498891985577551,0.0707823015145913,0.09114187512172651,0.14175187575131962,0.2496330100141343,0.1348833894637841,0.07746893629615502,0.05365206259718589,0.04269065852321095,0.037853388886670454,0.035153581975446394
24.650000000000002,0.06496554701019394,0.07078758160420928,0.09102764366802327,0.14181371662794645,0.24988544501315157,0.1346752528523686,0.07749470582248925,0.053674631165515255,0.04273668644277558,0.03785104710243635,0.035087742690890635
24.700000000000003,0.06494668248929682,0.07077328240759899,0.09091973379029131,0.14187607580474168,0.2501314396907422,0.13448902410842054,0.07752658435990883,0.05368141473082318,0.04276644391863305,0.03786752338795986,0.035021795311583725
24.75,0.06492436807935482,0.07079247982639274,0.09077810441835794,0.14193319807414356,0.25033539926501186,0.13434013014401364,0.07754646232797631,0.053698336778648596,0.04280119157193796,0.03789054889805678,0.03495978061610585
24.8,0.0648888588157965,0.07080688367517994,0.09065495129715408,0.1420209104183097,0.2505417034174782,0.13418631309090792,0.07757671547035994,0.05370558737603391,0.04282542816753803,0.037899734637884284,0.03489291363335761
24.85,0.06488704239724052,0.07084218222025376,0.09056242293752899,0.1421166302473502,0.2506725845348412,0.13405888850707667,0.07755950984842042,0.05371705223745176,0.04285064966735204,0.03789788989844766,0.03483514750403662
24.900000000000002,0.06487982976886447,0.07085690012566899,0.09049052709443506,0.14219310906159924,0.25084846685611356,0.1339110764421103,0.07755936855586135,0.053722245648785374,0.0428687555302634,0.03787701579247125,0.034792705123826824
24.950000000000003,0.06486398245320324,0.07081612645176776,0.0904147867951145,0.14221643965756456,0.25112370383553534,0.13379739640812144,0.07753828807587189,0.05371908442299469,0.04287839043512516,0.03786284849453462,0.03476895297016673
25.0,0.06484264990760877,0.07078015469777763,0.09031358136467244,0.14225130152868917,0.251376354604664,0.1336934696174755,0.07755079867933706,0.05371035432693648,0.04288205857318908,0.03785001586390215,0.0347492608357476
25.05,0.06482909189841655,0.07079090290123535,0.09021534337508491,0.14219071798298022,0.25163083850598605,0.13363249605548652,0.07755492043428472,0.05370719804436405,0.04288890247081535,0.03781770735873173,0.03474188097261458
25.1,0.06481741777989772,0.07077130278183458,0.09016226845230339,0.1422207334283374,0.25179809644721307,0.1335542709564723,0.0775389464904707,0.053704777714500135,0.0428951679120387,0.03781086442681366,0.03472615361011838
25.150000000000002,0.0648169118317089,0.07079087054298733,0.09009745684085227,0.14227548347295707,0.2519984866118048,0.1333792710305116,0.07748502598286769,0.05371087467030074,0.04290721954553461,0.03782083449683714,0.03471756497363801
